,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,82.00,,
2,Calorie,kcal,50.00,,
3,Fibra alimentare,g,2.30,,
4,Proteine totali,g,0.90,,7.22
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,0.90,,
7,Glucidi disponibili,g,11.40,,85.55
8,Glucidi solubili,g,11.40,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.40,,7.22
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.40,,
13,Lipidi saturi totali,g,0.06,,
14,Acido oleico,g,0.06,,
15,Monoinsaturi totali,g,0.06,,
16,Acido linoleico,g,0.16,,
17,Acido linolenico,g,0.16,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.32,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.00,,
23,Calcio,mg,15.00,1.88,
24,Sodio,mg,3.00,,
25,Potassio,mg,225.00,7.26,
26,Fosforo,mg,31.00,3.88,
27,Zinco,mg,0.70,7.00,
28,Tiamina (Vit.B1),mg,0.07,4.96,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.06,3.75,
31,Niacina (Vit. PP),mg,0.90,4.94,
32,Vitamina C,mg,28.00,46.67,
33,Acido folico,mg,54.00,27.00,
34,Retinolo (equivalente),mcg,1083.33,928.57,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,6500.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,5.37,53.70,
