,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,33.70,,
2,Calorie,kcal,369.00,,
3,Fibra alimentare,g,1.10,,
4,Proteine totali,g,6.20,,6.47
5,Proteine animali,g,4.00,,
6,Proteine vegetali,g,2.20,,
7,Glucidi disponibili,g,42.20,,44.93
8,Glucidi solubili,g,10.90,,
9,Amido,g,31.30,,
10,Lipidi totali,g,20.70,,48.60
11,Lipidi animali,g,20.30,,
12,Lipidi vegetali,g,0.40,,
13,Lipidi saturi totali,g,9.90,,
14,Acido oleico,g,5.99,,
15,Monoinsaturi totali,g,6.78,,
16,Acido linoleico,g,1.30,,
17,Acido linolenico,g,1.30,,
18,Altri polinsaturi,g,0.06,,
19,Polinsaturi totali,g,2.66,,
20,Colesterolo,mg,189.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.30,,
23,Calcio,mg,52.00,6.50,
24,Sodio,mg,250.00,,
25,Potassio,mg,130.00,4.19,
26,Fosforo,mg,0.00,0.00,
27,Zinco,mg,0.50,5.00,
28,Tiamina (Vit.B1),mg,0.00,0.00,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.00,0.00,
31,Niacina (Vit. PP),mg,0.00,0.00,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.72,7.20,
38,Vitamina E,mg,0.89,8.90,
