,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,30.50,,
2,Calorie,kcal,381.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,35.50,,37.29
5,Proteine animali,g,35.50,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,3.70,,3.63
8,Glucidi solubili,g,3.70,,
9,Amido,g,0.00,,
10,Lipidi totali,g,25.00,,59.08
11,Lipidi animali,g,25.00,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,16.50,,
14,Acido oleico,g,7.26,,
15,Monoinsaturi totali,g,7.83,,
16,Acido linoleico,g,0.33,,
17,Acido linolenico,g,0.33,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.66,,
20,Colesterolo,mg,85.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.80,,
23,Calcio,mg,1290.00,161.25,
24,Sodio,mg,446.00,,
25,Potassio,mg,100.00,3.23,
26,Fosforo,mg,702.00,87.75,
27,Zinco,mg,6.20,62.00,
28,Tiamina (Vit.B1),mg,0.02,1.42,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.12,7.50,
31,Niacina (Vit. PP),mg,0.10,0.55,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,228.33,52.86,
35,Retinolo,mcg,200.00,,
36,Carotene,mcg,170.00,,
37,Vitamina D,mcg,0.27,2.70,
38,Vitamina E,mg,0.90,9.00,
