,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,64.00,,
2,Calorie,kcal,292.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,2.60,,3.56
5,Proteine animali,g,2.60,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,3.20,,4.09
8,Glucidi solubili,g,3.20,,
9,Amido,g,0.00,,
10,Lipidi totali,g,30.00,,92.35
11,Lipidi animali,g,30.00,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,17.55,,
14,Acido oleico,g,7.44,,
15,Monoinsaturi totali,g,8.53,,
16,Acido linoleico,g,0.56,,
17,Acido linolenico,g,0.56,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,1.12,,
20,Colesterolo,mg,90.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.00,,
23,Calcio,mg,78.00,9.75,
24,Sodio,mg,34.00,,
25,Potassio,mg,100.00,3.23,
26,Fosforo,mg,61.00,7.62,
27,Zinco,mg,0.30,3.00,
28,Tiamina (Vit.B1),mg,0.02,1.42,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.11,6.87,
31,Niacina (Vit. PP),mg,0.00,0.00,
32,Vitamina C,mg,1.00,1.67,
33,Acido folico,mg,7.00,3.50,
34,Retinolo (equivalente),mcg,267.67,62.29,
35,Retinolo,mcg,234.00,,
36,Carotene,mcg,202.00,,
37,Vitamina D,mcg,0.22,2.20,
38,Vitamina E,mg,0.86,8.60,
