,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,64.90,,
2,Calorie,kcal,142.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,25.40,,71.50
5,Proteine animali,g,25.40,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,4.50,,28.50
11,Lipidi animali,g,4.50,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.78,,
14,Acido oleico,g,0.98,,
15,Monoinsaturi totali,g,1.80,,
16,Acido linoleico,g,0.12,,
17,Acido linolenico,g,0.12,,
18,Altri polinsaturi,g,1.06,,
19,Polinsaturi totali,g,1.30,,
20,Colesterolo,mg,35.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.60,,
23,Calcio,mg,19.00,2.38,
24,Sodio,mg,1880.00,,
25,Potassio,mg,420.00,13.55,
26,Fosforo,mg,250.00,31.25,
27,Zinco,mg,0.40,4.00,
28,Tiamina (Vit.B1),mg,0.16,11.35,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.17,10.62,
31,Niacina (Vit. PP),mg,8.80,48.27,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,2.00,1.00,
34,Retinolo (equivalente),mcg,13.00,1.86,
35,Retinolo,mcg,13.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.35,13.50,
