,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,2.20,,
2,Calorie,kcal,524.00,,
3,Fibra alimentare,g,2.90,,
4,Proteine totali,g,5.70,,4.27
5,Proteine animali,g,2.50,,
6,Proteine vegetali,g,3.20,,
7,Glucidi disponibili,g,67.40,,49.24
8,Glucidi solubili,g,43.40,,
9,Amido,g,24.00,,
10,Lipidi totali,g,27.60,,46.49
11,Lipidi animali,g,20.40,,
12,Lipidi vegetali,g,7.20,,
13,Lipidi saturi totali,g,5.55,,
14,Acido oleico,g,15.82,,
15,Monoinsaturi totali,g,15.85,,
16,Acido linoleico,g,3.54,,
17,Acido linolenico,g,3.54,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,7.08,,
20,Colesterolo,mg,2.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.70,,
23,Calcio,mg,110.00,13.75,
24,Sodio,mg,160.00,,
25,Potassio,mg,230.00,7.42,
26,Fosforo,mg,130.00,16.25,
27,Zinco,mg,0.80,8.00,
28,Tiamina (Vit.B1),mg,0.03,2.13,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.13,8.12,
31,Niacina (Vit. PP),mg,0.50,2.74,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.43,14.30,
