,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,57.50,,
2,Calorie,kcal,257.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,12.90,,20.43
5,Proteine animali,g,12.90,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,6.80,,10.07
8,Glucidi solubili,g,6.80,,
9,Amido,g,0.00,,
10,Lipidi totali,g,19.50,,69.50
11,Lipidi animali,g,19.50,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,5.54,,
14,Acido oleico,g,7.14,,
15,Monoinsaturi totali,g,8.48,,
16,Acido linoleico,g,3.74,,
17,Acido linolenico,g,3.74,,
18,Altri polinsaturi,g,0.15,,
19,Polinsaturi totali,g,7.63,,
20,Colesterolo,mg,101.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.00,,
23,Calcio,mg,95.00,11.88,
24,Sodio,mg,1370.00,,
25,Potassio,mg,84.00,2.71,
26,Fosforo,mg,107.00,13.38,
27,Zinco,mg,1.00,10.00,
28,Tiamina (Vit.B1),mg,0.07,4.96,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.12,7.50,
31,Niacina (Vit. PP),mg,3.10,17.00,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,4.00,2.00,
34,Retinolo (equivalente),mcg,38.00,5.43,
35,Retinolo,mcg,38.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.10,1.00,
38,Vitamina E,mg,0.22,2.20,
