,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,62.50,,
2,Calorie,kcal,194.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,19.90,,41.05
5,Proteine animali,g,19.90,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,12.70,,58.95
11,Lipidi animali,g,12.70,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,2.53,,
14,Acido oleico,g,1.79,,
15,Monoinsaturi totali,g,6.56,,
16,Acido linoleico,g,0.17,,
17,Acido linolenico,g,0.17,,
18,Altri polinsaturi,g,1.67,,
19,Polinsaturi totali,g,2.01,,
20,Colesterolo,mg,82.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.40,,
23,Calcio,mg,66.00,8.25,
24,Sodio,mg,918.00,,
25,Potassio,mg,447.00,14.42,
26,Fosforo,mg,254.00,31.75,
27,Zinco,mg,1.40,14.00,
28,Tiamina (Vit.B1),mg,0.13,9.22,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.28,17.50,
31,Niacina (Vit. PP),mg,3.30,18.10,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,9.00,1.29,
35,Retinolo,mcg,9.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,16.00,160.00,
38,Vitamina E,mg,1.00,10.00,
