,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,8.20,,
2,Calorie,kcal,389.00,,
3,Fibra alimentare,g,10.60,,
4,Proteine totali,g,16.90,,18.66
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,16.90,,
7,Glucidi disponibili,g,55.70,,64.21
8,Glucidi solubili,g,2.80,,
9,Amido,g,52.90,,
10,Lipidi totali,g,6.90,,17.14
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,6.90,,
13,Lipidi saturi totali,g,1.22,,
14,Acido oleico,g,2.17,,
15,Monoinsaturi totali,g,2.18,,
16,Acido linoleico,g,2.42,,
17,Acido linolenico,g,2.42,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,4.84,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,4.70,,
23,Calcio,mg,54.00,6.75,
24,Sodio,mg,2.00,,
25,Potassio,mg,429.00,13.84,
26,Fosforo,mg,523.00,65.38,
27,Zinco,mg,4.00,40.00,
28,Tiamina (Vit.B1),mg,0.76,53.90,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.14,8.75,
31,Niacina (Vit. PP),mg,1.00,5.49,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.70,7.00,
