,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,71.50,,
2,Calorie,kcal,113.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,21.30,,75.33
5,Proteine animali,g,21.30,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,3.10,,24.67
11,Lipidi animali,g,3.10,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,1.31,,
14,Acido oleico,g,1.28,,
15,Monoinsaturi totali,g,1.52,,
16,Acido linoleico,g,0.06,,
17,Acido linolenico,g,0.06,,
18,Altri polinsaturi,g,0.03,,
19,Polinsaturi totali,g,0.15,,
20,Colesterolo,mg,70.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.30,,
23,Calcio,mg,11.00,1.38,
24,Sodio,mg,89.00,,
25,Potassio,mg,360.00,11.61,
26,Fosforo,mg,175.00,21.88,
27,Zinco,mg,5.70,57.00,
28,Tiamina (Vit.B1),mg,0.10,7.09,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.17,10.62,
31,Niacina (Vit. PP),mg,4.30,23.59,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,5.00,2.50,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.80,8.00,
38,Vitamina E,mg,0.20,2.00,
