,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,2.80,,
2,Calorie,kcal,509.00,,
3,Fibra alimentare,g,2.50,,
4,Proteine totali,g,13.10,,10.30
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,13.10,,
7,Glucidi disponibili,g,52.70,,38.75
8,Glucidi solubili,g,52.70,,
9,Amido,g,0.00,,
10,Lipidi totali,g,28.80,,50.95
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,28.80,,
13,Lipidi saturi totali,g,17.15,,
14,Acido oleico,g,9.25,,
15,Monoinsaturi totali,g,9.25,,
16,Acido linoleico,g,0.91,,
17,Acido linolenico,g,0.91,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,1.82,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.90,,
23,Calcio,mg,42.00,5.25,
24,Sodio,mg,6.00,,
25,Potassio,mg,300.00,9.68,
26,Fosforo,mg,162.00,20.25,
27,Zinco,mg,1.30,13.00,
28,Tiamina (Vit.B1),mg,0.26,18.44,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.26,16.25,
31,Niacina (Vit. PP),mg,2.00,10.97,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,18.00,15.43,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,108.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.44,14.40,
