,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,80.00,,
2,Calorie,kcal,68.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,12.60,,76.71
5,Proteine animali,g,12.60,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,1.70,,23.29
11,Lipidi animali,g,1.70,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.30,,
14,Acido oleico,g,0.10,,
15,Monoinsaturi totali,g,0.20,,
16,Acido linoleico,g,0.10,,
17,Acido linolenico,g,0.10,,
18,Altri polinsaturi,g,0.40,,
19,Polinsaturi totali,g,0.60,,
20,Colesterolo,mg,222.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.00,,
23,Calcio,mg,144.00,18.00,
24,Sodio,mg,425.00,,
25,Potassio,mg,93.00,3.00,
26,Fosforo,mg,189.00,23.62,
27,Zinco,mg,1.10,11.00,
28,Tiamina (Vit.B1),mg,0.07,4.96,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.16,10.00,
31,Niacina (Vit. PP),mg,1.20,6.58,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,75.00,10.71,
35,Retinolo,mcg,75.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.20,12.00,
