,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,14.60,,
2,Calorie,kcal,258.00,,
3,Fibra alimentare,g,12.30,,
4,Proteine totali,g,14.10,,22.92
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,14.10,,
7,Glucidi disponibili,g,43.50,,66.11
8,Glucidi solubili,g,43.50,,
9,Amido,g,0.00,,
10,Lipidi totali,g,3.00,,10.97
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,3.00,,
13,Lipidi saturi totali,g,0.43,,
14,Acido oleico,g,0.48,,
15,Monoinsaturi totali,g,0.49,,
16,Acido linoleico,g,1.10,,
17,Acido linolenico,g,1.10,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,2.20,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,9.10,,
23,Calcio,mg,110.00,13.75,
24,Sodio,mg,2.00,,
25,Potassio,mg,3.00,0.10,
26,Fosforo,mg,356.00,44.50,
27,Zinco,mg,2.00,20.00,
28,Tiamina (Vit.B1),mg,0.53,37.59,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.49,30.62,
31,Niacina (Vit. PP),mg,9.10,49.92,
32,Vitamina C,mg,39.00,65.00,
33,Acido folico,mg,68.00,34.00,
34,Retinolo (equivalente),mcg,87.00,74.57,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,522.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.01,0.10,
