,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,68.00,,
2,Calorie,kcal,143.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,20.10,,53.71
5,Proteine animali,g,20.10,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,7.70,,46.29
11,Lipidi animali,g,7.70,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,2.33,,
14,Acido oleico,g,2.46,,
15,Monoinsaturi totali,g,2.82,,
16,Acido linoleico,g,1.54,,
17,Acido linolenico,g,1.54,,
18,Altri polinsaturi,g,0.14,,
19,Polinsaturi totali,g,3.22,,
20,Colesterolo,mg,86.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,7.20,,
23,Calcio,mg,13.00,1.62,
24,Sodio,mg,168.00,,
25,Potassio,mg,132.00,4.26,
26,Fosforo,mg,200.00,25.00,
27,Zinco,mg,1.20,12.00,
28,Tiamina (Vit.B1),mg,0.10,7.09,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.10,6.25,
31,Niacina (Vit. PP),mg,4.60,25.23,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,28.00,14.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.40,4.00,
38,Vitamina E,mg,0.00,0.00,
