,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,36.80,,
2,Calorie,kcal,450.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,17.20,,15.31
5,Proteine animali,g,17.20,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,42.30,,84.69
11,Lipidi animali,g,42.30,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,14.00,,
14,Acido oleico,g,18.46,,
15,Monoinsaturi totali,g,20.28,,
16,Acido linoleico,g,4.98,,
17,Acido linolenico,g,4.98,,
18,Altri polinsaturi,g,0.63,,
19,Polinsaturi totali,g,10.59,,
20,Colesterolo,mg,98.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.10,,
23,Calcio,mg,30.00,3.75,
24,Sodio,mg,1744.00,,
25,Potassio,mg,272.00,8.77,
26,Fosforo,mg,109.00,13.63,
27,Zinco,mg,4.10,41.00,
28,Tiamina (Vit.B1),mg,0.20,14.18,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.16,10.00,
31,Niacina (Vit. PP),mg,7.30,40.04,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.24,2.40,
