,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,13.00,,
2,Calorie,kcal,463.00,,
3,Fibra alimentare,g,2.50,,
4,Proteine totali,g,8.30,,6.92
5,Proteine animali,g,4.50,,
6,Proteine vegetali,g,3.80,,
7,Glucidi disponibili,g,60.90,,51.28
8,Glucidi solubili,g,20.90,,
9,Amido,g,40.00,,
10,Lipidi totali,g,22.30,,41.81
11,Lipidi animali,g,15.60,,
12,Lipidi vegetali,g,6.70,,
13,Lipidi saturi totali,g,8.14,,
14,Acido oleico,g,5.01,,
15,Monoinsaturi totali,g,9.38,,
16,Acido linoleico,g,1.10,,
17,Acido linolenico,g,1.10,,
18,Altri polinsaturi,g,2.11,,
19,Polinsaturi totali,g,4.31,,
20,Colesterolo,mg,128.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.30,,
23,Calcio,mg,10.00,1.25,
24,Sodio,mg,350.00,,
25,Potassio,mg,103.00,3.32,
26,Fosforo,mg,117.00,14.62,
27,Zinco,mg,0.70,7.00,
28,Tiamina (Vit.B1),mg,0.09,6.38,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.12,7.50,
31,Niacina (Vit. PP),mg,0.50,2.74,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,10.00,5.00,
34,Retinolo (equivalente),mcg,278.00,51.14,
35,Retinolo,mcg,262.00,,
36,Carotene,mcg,96.00,,
37,Vitamina D,mcg,2.61,26.10,
38,Vitamina E,mg,2.83,28.30,
