,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,12.90,,
2,Calorie,kcal,362.00,,
3,Fibra alimentare,g,1.40,,
4,Proteine totali,g,7.00,,6.98
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,7.00,,
7,Glucidi disponibili,g,87.60,,91.68
8,Glucidi solubili,g,0.20,,
9,Amido,g,87.40,,
10,Lipidi totali,g,0.60,,1.35
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.60,,
13,Lipidi saturi totali,g,0.14,,
14,Acido oleico,g,0.15,,
15,Monoinsaturi totali,g,0.15,,
16,Acido linoleico,g,0.21,,
17,Acido linolenico,g,0.21,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.42,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.60,,
23,Calcio,mg,6.00,0.75,
24,Sodio,mg,6.00,,
25,Potassio,mg,110.00,3.55,
26,Fosforo,mg,120.00,15.00,
27,Zinco,mg,1.30,13.00,
28,Tiamina (Vit.B1),mg,0.06,4.26,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.03,1.88,
31,Niacina (Vit. PP),mg,1.30,7.13,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,20.00,10.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.06,0.60,
