,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,82.10,,
2,Calorie,kcal,84.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,11.70,,65.82
5,Proteine animali,g,11.70,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,2.70,,34.18
11,Lipidi animali,g,2.70,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.52,,
14,Acido oleico,g,0.16,,
15,Monoinsaturi totali,g,0.63,,
16,Acido linoleico,g,0.05,,
17,Acido linolenico,g,0.05,,
18,Altri polinsaturi,g,0.49,,
19,Polinsaturi totali,g,0.59,,
20,Colesterolo,mg,108.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,5.80,,
23,Calcio,mg,88.00,11.00,
24,Sodio,mg,290.00,,
25,Potassio,mg,320.00,10.32,
26,Fosforo,mg,236.00,29.50,
27,Zinco,mg,1.60,16.00,
28,Tiamina (Vit.B1),mg,0.12,8.51,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.16,10.00,
31,Niacina (Vit. PP),mg,1.60,8.78,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,54.00,7.71,
35,Retinolo,mcg,54.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.11,11.10,
