,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,44.20,,
2,Calorie,kcal,388.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,13.30,,13.71
5,Proteine animali,g,13.30,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.50,,0.48
8,Glucidi solubili,g,0.50,,
9,Amido,g,0.00,,
10,Lipidi totali,g,37.00,,85.81
11,Lipidi animali,g,37.00,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,12.14,,
14,Acido oleico,g,15.38,,
15,Monoinsaturi totali,g,16.79,,
16,Acido linoleico,g,4.55,,
17,Acido linolenico,g,4.55,,
18,Altri polinsaturi,g,0.39,,
19,Polinsaturi totali,g,9.49,,
20,Colesterolo,mg,70.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.20,,
23,Calcio,mg,40.00,5.00,
24,Sodio,mg,1054.00,,
25,Potassio,mg,236.00,7.61,
26,Fosforo,mg,180.00,22.50,
27,Zinco,mg,1.60,16.00,
28,Tiamina (Vit.B1),mg,0.10,7.09,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.15,9.37,
31,Niacina (Vit. PP),mg,3.10,17.00,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,4.00,2.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.09,0.90,
