,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,13.00,,
2,Calorie,kcal,760.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,0.60,,0.32
5,Proteine animali,g,0.40,,
6,Proteine vegetali,g,0.20,,
7,Glucidi disponibili,g,0.40,,0.20
8,Glucidi solubili,g,0.40,,
9,Amido,g,0.00,,
10,Lipidi totali,g,84.00,,99.49
11,Lipidi animali,g,56.00,,
12,Lipidi vegetali,g,28.00,,
13,Lipidi saturi totali,g,26.41,,
14,Acido oleico,g,32.05,,
15,Monoinsaturi totali,g,36.78,,
16,Acido linoleico,g,16.62,,
17,Acido linolenico,g,16.62,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,33.24,,
20,Colesterolo,mg,50.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.00,,
23,Calcio,mg,20.00,2.50,
24,Sodio,mg,800.00,,
25,Potassio,mg,5.00,0.16,
26,Fosforo,mg,16.00,2.00,
27,Zinco,mg,0.00,0.00,
28,Tiamina (Vit.B1),mg,0.00,0.00,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.00,0.00,
31,Niacina (Vit. PP),mg,0.00,0.00,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,75.33,13.14,
35,Retinolo,mcg,72.00,,
36,Carotene,mcg,20.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,12.30,123.00,
