,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,12.50,,
2,Calorie,kcal,355.00,,
3,Fibra alimentare,g,2.90,,
4,Proteine totali,g,9.20,,9.48
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,9.20,,
7,Glucidi disponibili,g,75.80,,81.71
8,Glucidi solubili,g,2.50,,
9,Amido,g,73.30,,
10,Lipidi totali,g,3.80,,8.81
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,3.80,,
13,Lipidi saturi totali,g,0.48,,
14,Acido oleico,g,0.87,,
15,Monoinsaturi totali,g,0.87,,
16,Acido linoleico,g,1.42,,
17,Acido linolenico,g,1.42,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,2.84,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,2.40,,
23,Calcio,mg,15.00,1.88,
24,Sodio,mg,35.00,,
25,Potassio,mg,287.00,9.26,
26,Fosforo,mg,256.00,32.00,
27,Zinco,mg,2.20,22.00,
28,Tiamina (Vit.B1),mg,0.36,25.53,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.20,12.50,
31,Niacina (Vit. PP),mg,1.50,8.23,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,62.00,53.14,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,372.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.75,7.50,
