,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,78.00,,
2,Calorie,kcal,103.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,17.10,,66.29
5,Proteine animali,g,17.10,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,1.60,,5.80
8,Glucidi solubili,g,1.60,,
9,Amido,g,0.00,,
10,Lipidi totali,g,3.20,,27.91
11,Lipidi animali,g,3.20,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,1.71,,
14,Acido oleico,g,0.97,,
15,Monoinsaturi totali,g,1.16,,
16,Acido linoleico,g,0.14,,
17,Acido linolenico,g,0.14,,
18,Altri polinsaturi,g,0.20,,
19,Polinsaturi totali,g,0.48,,
20,Colesterolo,mg,236.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,15.50,,
23,Calcio,mg,11.00,1.38,
24,Sodio,mg,115.00,,
25,Potassio,mg,352.00,11.35,
26,Fosforo,mg,244.00,30.50,
27,Zinco,mg,2.30,23.00,
28,Tiamina (Vit.B1),mg,0.34,24.11,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,1.21,75.62,
31,Niacina (Vit. PP),mg,7.00,38.40,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,113.00,56.50,
34,Retinolo (equivalente),mcg,4162.33,647.00,
35,Retinolo,mcg,4089.00,,
36,Carotene,mcg,440.00,,
37,Vitamina D,mcg,0.81,8.10,
38,Vitamina E,mg,0.51,5.10,
