,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,55.70,,
2,Calorie,kcal,216.00,,
3,Fibra alimentare,g,1.20,,
4,Proteine totali,g,0.00,,0.00
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,27.00,,100.00
8,Glucidi solubili,g,27.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.00,,0.00
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,6.80,,
14,Acido oleico,g,2.97,,
15,Monoinsaturi totali,g,3.21,,
16,Acido linoleico,g,0.25,,
17,Acido linolenico,g,0.25,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.50,,
20,Colesterolo,mg,34.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.90,,
23,Calcio,mg,109.00,13.63,
24,Sodio,mg,76.00,,
25,Potassio,mg,249.00,8.03,
26,Fosforo,mg,107.00,13.38,
27,Zinco,mg,0.60,6.00,
28,Tiamina (Vit.B1),mg,0.04,2.84,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.19,11.88,
31,Niacina (Vit. PP),mg,0.20,1.10,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,120.00,24.29,
35,Retinolo,mcg,110.00,,
36,Carotene,mcg,60.00,,
37,Vitamina D,mcg,0.12,1.20,
38,Vitamina E,mg,0.33,3.30,
