,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,10.60,,
2,Calorie,kcal,404.00,,
3,Fibra alimentare,g,1.80,,
4,Proteine totali,g,3.60,,3.67
5,Proteine animali,g,1.60,,
6,Proteine vegetali,g,2.00,,
7,Glucidi disponibili,g,70.40,,67.17
8,Glucidi solubili,g,70.40,,
9,Amido,g,0.00,,
10,Lipidi totali,g,12.70,,29.16
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,12.70,,
13,Lipidi saturi totali,g,11.24,,
14,Acido oleico,g,0.55,,
15,Monoinsaturi totali,g,0.55,,
16,Acido linoleico,g,0.14,,
17,Acido linolenico,g,0.14,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.28,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.80,,
23,Calcio,mg,7.00,0.88,
24,Sodio,mg,247.00,,
25,Potassio,mg,156.00,5.03,
26,Fosforo,mg,43.00,5.38,
27,Zinco,mg,0.70,7.00,
28,Tiamina (Vit.B1),mg,0.01,0.71,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.11,6.87,
31,Niacina (Vit. PP),mg,0.10,0.55,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,3.00,1.50,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.29,2.90,
