,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,71.00,,
2,Calorie,kcal,56.00,,
3,Fibra alimentare,g,6.90,,
4,Proteine totali,g,0.00,,0.00
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,1.10,,100.00
8,Glucidi solubili,g,1.10,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.00,,0.00
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,0.05,,
14,Acido oleico,g,0.10,,
15,Monoinsaturi totali,g,0.22,,
16,Acido linoleico,g,0.00,,
17,Acido linolenico,g,0.00,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.00,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,4.90,,
23,Calcio,mg,13.00,1.62,
24,Sodio,mg,16.00,,
25,Potassio,mg,610.00,19.68,
26,Fosforo,mg,394.00,49.25,
27,Zinco,mg,2.60,26.00,
28,Tiamina (Vit.B1),mg,0.71,50.35,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,1.65,103.12,
31,Niacina (Vit. PP),mg,11.20,61.44,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,1250.00,625.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.00,0.00,
