,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,92.20,,
2,Calorie,kcal,19.00,,
3,Fibra alimentare,g,1.30,,
4,Proteine totali,g,1.50,,31.55
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,1.50,,
7,Glucidi disponibili,g,3.00,,58.99
8,Glucidi solubili,g,3.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.20,,9.46
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.20,,
13,Lipidi saturi totali,g,0.03,,
14,Acido oleico,g,0.01,,
15,Monoinsaturi totali,g,0.01,,
16,Acido linoleico,g,0.03,,
17,Acido linolenico,g,0.03,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.06,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.20,,
23,Calcio,mg,53.00,6.62,
24,Sodio,mg,7.00,,
25,Potassio,mg,501.00,16.16,
26,Fosforo,mg,25.00,3.12,
27,Zinco,mg,0.60,6.00,
28,Tiamina (Vit.B1),mg,0.08,5.67,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.18,11.25,
31,Niacina (Vit. PP),mg,0.30,1.65,
32,Vitamina C,mg,27.00,45.00,
33,Acido folico,mg,79.00,39.50,
34,Retinolo (equivalente),mcg,237.00,203.14,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,1422.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.79,7.90,
