,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,6.90,,
2,Calorie,kcal,479.00,,
3,Fibra alimentare,g,1.90,,
4,Proteine totali,g,10.80,,9.02
5,Proteine animali,g,0.90,,
6,Proteine vegetali,g,9.90,,
7,Glucidi disponibili,g,52.00,,40.61
8,Glucidi solubili,g,52.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,26.80,,50.37
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,26.80,,
13,Lipidi saturi totali,g,2.23,,
14,Acido oleico,g,18.93,,
15,Monoinsaturi totali,g,19.11,,
16,Acido linoleico,g,5.11,,
17,Acido linolenico,g,5.11,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,10.22,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,3.50,,
23,Calcio,mg,80.00,10.00,
24,Sodio,mg,19.00,,
25,Potassio,mg,466.00,15.03,
26,Fosforo,mg,265.00,33.12,
27,Zinco,mg,1.80,18.00,
28,Tiamina (Vit.B1),mg,0.16,11.35,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.25,15.62,
31,Niacina (Vit. PP),mg,1.20,6.58,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,26.00,13.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,12.38,123.80,
