,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,36.90,,
2,Calorie,kcal,398.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,23.60,,23.71
5,Proteine animali,g,23.60,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.60,,0.56
8,Glucidi solubili,g,0.60,,
9,Amido,g,0.00,,
10,Lipidi totali,g,33.50,,75.73
11,Lipidi animali,g,33.50,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,10.98,,
14,Acido oleico,g,13.78,,
15,Monoinsaturi totali,g,15.10,,
16,Acido linoleico,g,4.05,,
17,Acido linolenico,g,4.05,,
18,Altri polinsaturi,g,0.35,,
19,Polinsaturi totali,g,8.45,,
20,Colesterolo,mg,96.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.90,,
23,Calcio,mg,17.00,2.12,
24,Sodio,mg,2285.00,,
25,Potassio,mg,650.00,20.97,
26,Fosforo,mg,170.00,21.25,
27,Zinco,mg,5.30,53.00,
28,Tiamina (Vit.B1),mg,0.14,9.93,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.16,10.00,
31,Niacina (Vit. PP),mg,5.60,30.72,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.23,2.30,
