,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,41.00,,
2,Calorie,kcal,348.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,25.00,,28.80
5,Proteine animali,g,25.00,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,2.10,,2.26
8,Glucidi solubili,g,2.10,,
9,Amido,g,0.00,,
10,Lipidi totali,g,26.60,,68.94
11,Lipidi animali,g,26.60,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,15.73,,
14,Acido oleico,g,6.04,,
15,Monoinsaturi totali,g,6.79,,
16,Acido linoleico,g,0.49,,
17,Acido linolenico,g,0.49,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.98,,
20,Colesterolo,mg,101.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.80,,
23,Calcio,mg,850.00,106.25,
24,Sodio,mg,699.00,,
25,Potassio,mg,108.00,3.48,
26,Fosforo,mg,496.00,62.00,
27,Zinco,mg,3.40,34.00,
28,Tiamina (Vit.B1),mg,0.02,1.42,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.32,20.00,
31,Niacina (Vit. PP),mg,0.60,3.29,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,10.00,5.00,
34,Retinolo (equivalente),mcg,362.83,71.71,
35,Retinolo,mcg,335.00,,
36,Carotene,mcg,167.00,,
37,Vitamina D,mcg,0.16,1.60,
38,Vitamina E,mg,0.35,3.50,
