Valori nutrizionali,per porzione,% RDA
Valore calorico,49 kcal 207 kJ,"2,5 %"
Grassi,"0,1 g","0,2 %"
Grassi saturi,"< 0,1 g","0,1 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"< 0,1 g","0,4 %"
Carboidrati,"11,5 g","4,3 %"
Zuccheri,"2,3 g","4,7 %"
Proteine,"0,9 g","1,3 %"
Fibre alimentari,"6,4 g","2,1 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"117,1 g","5,9 %"
