Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Pani,Cereali e patate,Cibi a base vegetale,Cibi e bevande a base vegetale
Grassi,"1,3 g","-84%8,05 g","-79%6,24 g","-88%10,7 g","-86%9,61 g"
- Acidi Grassi saturi,"0,3 g","-86%2,2 g","-82%1,7 g","-87%2,36 g","-86%2,12 g"
Carboidrati,43 g,"-27%58,6 g","-28%59,9 g","-10%47,6 g","-2%43,9 g"
- Zuccheri,"2,5 g","-23%3,25 g","-62%6,61 g","-71%8,59 g","-72%8,81 g"
Fibra alimentare,5 g,"+8%4,64 g","+5%4,75 g","+14%4,38 g","+23%4,06 g"
Proteine,7 g,"-22%9,02 g","-26%9,48 g","-10%7,76 g",0%7 g
Sale,"1,3 g","-25%1,74 g","+78%0,729 g","+119%0,593 g","+144%0,533 g"
Sodio,"0,512 g","-25%0,685 g","+78%0,287 g","+119%0,233 g","+144%0,21 g"
Nutrition score - France,-2,"-125%7,89","-165%3,06","-165%3,08","-152%3,87"
Nutri-Score,A,C,C,C,C
