Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Yogurt alla frutta,Yogurt,Fermented foods,Fermented milk products,Latticini
Grassi,"3,4 g","+17%2,91 g","+26%2,69 g","-71%11,9 g","-71%11,9 g","-78%15,4 g"
- Acidi Grassi saturi,"2,3 g","+27%1,81 g","+31%1,75 g","-71%7,9 g","-71%7,9 g","-76%9,61 g"
Carboidrati,14 g,"+9%12,9 g","+14%12,3 g","+96%7,16 g","+96%7,16 g","+130%6,1 g"
- Zuccheri,13 g,"+7%12,2 g","+14%11,4 g","+111%6,16 g","+111%6,16 g","+140%5,42 g"
Fibra alimentare,0 g,?,"-100%0,275 g","-100%0,205 g","-100%0,205 g","-100%0,133 g"
Proteine,"3,1 g","-6%3,3 g","-20%3,88 g",-69%10 g,-69%10 g,"-61%7,89 g"
Sale,"0,12 g","+3%0,116 g","+6%0,113 g","-77%0,529 g","-77%0,529 g","-70%0,405 g"
Sodio,"0,047 g","+3%0,046 g","+6%0,044 g","-77%0,208 g","-77%0,208 g","-70%0,159 g"
"Fruits, vegetables and nuts (estimate from ingredients list)",14 %,?,?,?,?,?
Nutrition score - France,4,"+29%3,1","+90%2,11","-37%6,32","-37%6,32","-32%5,86"
Nutri-Score,C,C,C,C,C,C
