Minerali,per porzione,% RDA
Calcio,"26,6 mg","2,7 %"
Rame,"0,5 mg","48,4 %"
Ferro,"1,0 mg","6,8 %"
Magnesio,"26,6 mg","8,9 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"41,1 mg","5,9 %"
Potassio,"467,1 mg","23,4 %"
Selenio,"< 0,1 mg","4,0 %"
Zinco,"0,5 mg","6,9 %"
