,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,17.1,
3,Proteine (g):,1.9,
4,Lipidi(g):,0.6,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,72,
7,Amido (g):,0,
8,Zuccheri solubili (g):,72,
9,Fibra totale (g):,5.2,
10,Fibra solubile (g):,1.19,
11,Fibra insolubile (g):,4.04,
12,Alcol (g):,0,
13,Energia (kcal):,283,
14,Energia (kJ):,1184,
15,Sodio (mg):,52,
16,Potassio (mg):,864,
17,Ferro (mg):,3.3,
18,Calcio (mg):,78,
19,Fosforo (mg):,29,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.12,
25,Riboflavina (mg):,0.08,
26,Niacina (mg):,0.3,
27,Vitamina A retinolo eq. (µg):,3,
28,Vitamina C (mg):,0,
29,Vitamina E (mg):,,
