Valori nutrizionali,per porzione,% RDA
Valore calorico,3.554 kcal 14.882 kJ,"177,7 %"
Grassi,"158,9 g","244,5 %"
Grassi saturi,"43,2 g","196,6 %"
Grassi monoinsaturi,"60,2 g","207,7 %"
Grassi polinsaturi,"37,6 g","250,5 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"495,6 g","678,9 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"1.471,6 mg","4.905,3 %"
Sodio,"1,3 g","0,2 %"
Acqua,"1.585,9 g","79,3 %"
