Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,"3,7 g"
- Acidi Grassi saturi,"2,5 g"
Carboidrati,13 g
- Zuccheri,12 g
Proteine,"3,4 g"
Sale,"0,1 g"
Sodio,"0,039 g"
Nutrition score - France,3
Nutri-Score,C
