Minerali,per porzione,% RDA
Calcio,"29,7 mg","3,0 %"
Rame,"< 0,1 mg","6,7 %"
Ferro,"0,7 mg","4,5 %"
Magnesio,"23,8 mg","7,9 %"
Manganese,"0,6 mg","32,2 %"
Fosforo,"62,7 mg","9,0 %"
Potassio,"76,2 mg","3,8 %"
Selenio,"< 0,1 mg","46,1 %"
Zinco,"0,6 mg","8,0 %"
