Minerali,per porzione,% RDA
Calcio,"6,2 mg","0,6 %"
Rame,"< 0,1 mg","2,8 %"
Ferro,"0,1 mg","1,0 %"
Magnesio,"8,3 mg","2,8 %"
Manganese,"< 0,1 mg","1,4 %"
Fosforo,"10,4 mg","1,5 %"
Potassio,"184,2 mg","9,2 %"
Selenio,"< 0,1 mg","0,9 %"
Zinco,"0,1 mg","1,8 %"
