Minerali,per porzione,% RDA
Calcio,"13,2 mg","1,3 %"
Rame,"< 0,1 mg","2,0 %"
Ferro,"< 0,1 mg","0,7 %"
Magnesio,"16,5 mg","5,5 %"
Manganese,"< 0,1 mg","1,0 %"
Fosforo,"39,6 mg","5,7 %"
Potassio,"69,3 mg","3,5 %"
Selenio,"< 0,1 mg","4,4 %"
Zinco,"< 0,1 mg","0,5 %"
