0,1
Grassi saturi totali,8.18
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),0.36
C16:0 (palmitico),5.12
C18:0 (stearico),2.64
C20:0 (arachidico),
C22:0 (beenico),0.00
Grassi monoinsaturi totali,11.84
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),0.83
C18:1 (oleico),10.78
C20:1 (eicosaenoico),0.22
C22:1 (erucico),0.00
Grassi polinsaturi totali,3.48
C18:2 W6 (linoleico),2.91
C18:3 W3 (linolenico),0.20
C20:4 W6 (arachidonico),0.15
C20:5 W3 (eicosapentaenoico - EPA),0.00
C22:6 W3 (docosaesaenoico - DHA),0.00
Rapporto Polinsaturi/Saturi,0.40
