Minerali,per porzione,% RDA
Calcio,"10,4 mg","1,0 %"
Rame,"< 0,1 mg","2,2 %"
Ferro,"0,6 mg","3,8 %"
Magnesio,"4,5 mg","1,5 %"
Manganese,"< 0,1 mg","4,6 %"
Fosforo,"29,4 mg","4,2 %"
Potassio,"33,0 mg","1,7 %"
Selenio,"< 0,1 mg","21,2 %"
Zinco,"0,2 mg","3,0 %"
