,0,1,2
1,Parte edibile (%):,64,
2,Acqua (g):,89.5,
3,Proteine (g):,0.6,
4,Lipidi(g):,0,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,2.3,
7,Amido (g):,0,
8,Zuccheri solubili (g):,2.3,
9,Fibra totale (g):,1.9,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,11,
14,Energia (kJ):,46,
15,Sodio (mg):,2,
16,Potassio (mg):,140,
17,Ferro (mg):,0.1,
18,Calcio (mg):,14,
19,Fosforo (mg):,11,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.04,
25,Riboflavina (mg):,0.01,
26,Niacina (mg):,0.3,
27,Vitamina A retinolo eq. (µg):,0,
28,Vitamina C (mg):,50,
29,Vitamina E (mg):,,
