Valori nutrizionali,per porzione,% RDA
Valore calorico,86 kcal 362 kJ,"4,3 %"
Grassi,"0,2 g","0,3 %"
Grassi saturi,"< 0,1 g","0,1 %"
Grassi monoinsaturi,"< 0,1 g","0,1 %"
Grassi polinsaturi,"< 0,1 g","0,3 %"
Carboidrati,"21,6 g","8,1 %"
Zuccheri,"17,2 g","34,4 %"
Proteine,"1,7 g","2,4 %"
Fibre alimentari,"4,4 g","1,5 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,0 g","0,0 %"
Acqua,"159,6 g","8,0 %"
