Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (109 gr)
Grassi,"0,3 g","0,327 g"
- Acidi Grassi saturi,"0,2 g","0,218 g"
Carboidrati,"0,7 g","0,763 g"
- Zuccheri,"0,3 g","0,327 g"
Fibra alimentare,"0,1 g","0,109 g"
Proteine,"0,1 g","0,109 g"
Sale,"0,61 g","0,664 g"
Sodio,"0,24 g","0,262 g"
Nutrition score - France,2,2
Nutri-Score,B,B
