Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Artificially sweetened beverages,Groceries,Plant-based beverages,Bevande,Cibi a base vegetale,Cibi e bevande a base vegetale
Grassi,?,"0,083 g","20,8 g","0,874 g","0,527 g","10,7 g","9,61 g"
Carboidrati,?,"4,4 g","13,5 g","9,27 g","9,03 g","47,6 g","43,9 g"
Proteine,?,"0,083 g","3,35 g","0,838 g","0,745 g","7,76 g",7 g
