Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,2 g
- Acidi Grassi saturi,"0,5 g"
Carboidrati,"70,7 g"
- Zuccheri,"3,5 g"
Proteine,13 g
Sale,"0,001 g"
Sodio,"0,001 g"
Nutrition score - France,-1
Nutri-Score,A
