Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,"1,5 g"
- Acidi Grassi saturi,"0,5 g"
Carboidrati,"0,6 g"
- Zuccheri,"0,5 g"
Fibra alimentare,0 g
Proteine,11 g
Sale,"2,2 g"
Sodio,"0,866 g"
Nutrition score - France,4
Nutri-Score,C
