Valori nutrizionali,per porzione,% RDA
Valore calorico,314 kcal 1.313 kJ,"15,7 %"
Grassi,"26,0 g","40,1 %"
Grassi saturi,"16,4 g","74,4 %"
Grassi monoinsaturi,"7,2 g","24,8 %"
Grassi polinsaturi,"1,1 g","7,5 %"
Carboidrati,"1,7 g","0,6 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"18,3 g","25,1 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"76,5 mg","255,0 %"
Sodio,"1,5 g","0,3 %"
Acqua,"33,5 g","1,7 %"
