Valori nutrizionali,per porzione,% RDA
Valore calorico,398 kcal 1.666 kJ,"19,9 %"
Grassi,"27,0 g","41,5 %"
Grassi saturi,"11,0 g","50,0 %"
Carboidrati,"1,0 g","0,4 %"
Proteine,"24,0 g","32,9 %"
Sale,"3,8 g","63,3 %"
