Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Pani,Cereali e patate,Cibi a base vegetale,Cibi e bevande a base vegetale
Grassi,"5,5 g","-32%8,05 g","-12%6,24 g","-49%10,7 g","-43%9,61 g"
- Acidi Grassi saturi,"0,6 g","-73%2,2 g","-65%1,7 g","-75%2,36 g","-72%2,12 g"
Carboidrati,"37,8 g","-35%58,6 g","-37%59,9 g","-21%47,6 g","-14%43,9 g"
- Zuccheri,"4,3 g","+32%3,25 g","-35%6,61 g","-50%8,59 g","-51%8,81 g"
Fibra alimentare,"8,2 g","+77%4,64 g","+73%4,75 g","+87%4,38 g","+102%4,06 g"
Proteine,"10,8 g","+20%9,02 g","+14%9,48 g","+39%7,76 g",+54%7 g
Sale,"1,1 g","-37%1,74 g","+51%0,729 g","+85%0,593 g","+106%0,533 g"
Sodio,"0,433 g","-37%0,685 g","+51%0,287 g","+85%0,233 g","+106%0,21 g"
Fosforo,180 mg,?,?,?,?
Magnesio,65 mg,?,?,?,?
Nutrition score - France,-3,"-138%7,89","-198%3,06","-197%3,08","-178%3,87"
Nutri-Score,A,C,C,C,C
