Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,"1,5 g"
- Acidi Grassi saturi,"0,3 g"
Carboidrati,"11,3 g"
- Zuccheri,"2,3 g"
Fibra alimentare,"4,7 g"
Proteine,"6,9 g"
Sale,"0,01 g"
Sodio,"0,004 g"
Nutrition score - France,-8
Nutri-Score,A
