Valori nutrizionali,per porzione,% RDA
Valore calorico,166 kcal 695 kJ,"8,3 %"
Grassi,"6,1 g","9,3 %"
Grassi saturi,"2,9 g","13,1 %"
Grassi monoinsaturi,"2,2 g","7,5 %"
Grassi polinsaturi,"0,5 g","3,6 %"
Carboidrati,"18,9 g","7,0 %"
Zuccheri,"3,8 g","7,7 %"
Proteine,"9,0 g","12,3 %"
Fibre alimentari,"2,1 g","0,7 %"
Colesterolo,"20,9 mg","69,7 %"
Sodio,"0,5 g","< 0,1 %"
Acqua,"87,2 g","4,4 %"
