Minerali,per porzione,% RDA
Calcio,"35,8 mg","3,6 %"
Rame,"0,6 mg","59,6 %"
Ferro,"2,0 mg","13,5 %"
Magnesio,"8,9 mg","3,0 %"
Manganese,"0,9 mg","44,7 %"
Fosforo,"134,1 mg","19,2 %"
Potassio,"387,4 mg","19,4 %"
Selenio,"< 0,1 mg","21,9 %"
Zinco,"3,9 mg","55,3 %"
