0,1
Grassi saturi totali,0.95
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.01
C14:0 (miristico),0.02
C16:0 (palmitico),0.48
C18:0 (stearico),0.28
C20:0 (arachidico),
C22:0 (beenico),
Grassi monoinsaturi totali,0.61
C14:1 (miristoleico),
C16:1 (palmitoleico),0.09
C18:1 (oleico),0.50
C20:1 (eicosaenoico),0.01
C22:1 (erucico),0.01
Grassi polinsaturi totali,0.83
C18:2 W6 (linoleico),0.64
C18:3 W3 (linolenico),0.02
C20:4 W6 (arachidonico),0.12
C20:5 W3 (eicosapentaenoico - EPA),0.00
C22:6 W3 (docosaesaenoico - DHA),0.02
Rapporto Polinsaturi/Saturi,0.80
