Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (80 g),Frozen foods
Grassi,11 g,"8,8 g","+7%10,3 g"
- Acidi Grassi saturi,"1,8 g","1,44 g","-67%5,48 g"
Carboidrati,40 g,32 g,"+41%28,4 g"
- Zuccheri,15 g,12 g,"+44%10,4 g"
Fibra alimentare,"1,2 g","0,96 g","-44%2,16 g"
Proteine,"6,5 g","5,2 g","-15%7,65 g"
Sale,"0,85 g","0,68 g","+4%0,814 g"
Sodio,"0,335 g","0,268 g","+4%0,32 g"
Nutrition score - France,5,5,"-48%9,54"
Nutri-Score,C,C,C
