,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,70.3,
3,Proteine (g):,2.5,
4,Lipidi(g):,0.6,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,25.5,
7,Amido (g):,22.8,
8,Zuccheri solubili (g):,0.4,
9,Fibra totale (g):,0.8,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,111,
14,Energia (kJ):,465,
15,Sodio (mg):,3,
16,Potassio (mg):,70,
17,Ferro (mg):,0.5,
18,Calcio (mg):,12,
19,Fosforo (mg):,73,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.1,
25,Riboflavina (mg):,0.02,
26,Niacina (mg):,1.4,
27,Vitamina A retinolo eq. (µg):,0,
28,Vitamina C (mg):,0,
29,Vitamina E (mg):,,
