,0,1,2,3,4,5
1,Categoria merceologica: 8006 - paste alimentari,,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,02,50,,
6,"Energia, ricalcolata, kJ",1520,86,,,
7,"Energia, Ric con fibra, kJ",1540,86,,,
8,"Energia, ricalcolata, kcal",356,86,,,
9,"Energia, Ric con fibra, kcal",362,86,,,
10,"Proteine totali, g",108,02,50,,
11,"Proteine animali, g",00,02,50,,
12,"Proteine vegetali, g",108,02,50,,
13,"Lipidi totali, g",03,02,50,,
14,"Lipidi animali, g",00,02,50,,
15,"Lipidi vegetali, g",03,02,50,,
16,"Colesterolo, mg",0,02,50,,
17,"Carboidrati disponibili (MSE), g",828,02,50,,
18,"Amido (MSE), g",801,D,,,
19,"Carboidrati solubili (MSE), g",27,02,50,,
20,"Fibra alimentare totale, g",26,02,50,,
21,"Alcol, g",00,02,50,,
22,"Acqua, g",124,02,50,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",13,02,50,,
25,"Calcio, mg",17,02,50,,
26,"Sodio, mg",5,02,50,,
27,"Potassio, mg",160,02,50,,
28,"Fosforo, mg",165,02,50,,
29,"Zinco, mg",150,07,61,,"per tutti i nutrienti fonte 07 cod 61 ALIMENTO SIMILE Spaghetti, raw acqua=9.8g, lip=1.8g"
30,VITAMINE IDROSOLUBILI,,,,,
31,"Vitamina B1, Tiamina, mg",014,02,50,,
32,"Vitamina B2, Riboflavina, mg",011,02,50,,
33,"Vitamina C, mg",0,07,61,,
34,"Niacina, mg",200,02,50,,
35,"Vitamina B6, mg",017,07,61,,
36,"Folati totali, µg",34,07,61,,
37,VITAMINE LIPOSOLUBILI,,,,,
38,Retinolo equivalente,,,,,
39,"Retinolo eq. (RE), µg",0,02,50,,
40,"Retinolo, µg",0,02,50,,CALC
41,"ß-carotene eq., µg",0,02,50,,CALC
42,"Vitamina E (ATE), mg",tr,07,61,,
43,"Vitamina D, µg",000,07,61,,
44,ACIDI GRASSI,,,,,
45,"Acidi grassi saturi totali, g",007,02,APP,,RIPR riferito alla voce Frumento lip=1.0g saturi=0.23g 18:1=0.11g mono=0.11g 18:2=0.58g 18:3=0.03g altri PUFA=0 PUFA=0.61g
46,"Acidi grassi monoinsaturi totali, g",003,02,APP,,
47,"Acido oleico, g",003,02,APP,,
48,"Acidi grassi polinsaturi totali, g",018,02,APP,,
49,"Acido linoleico, g",017,02,APP,,
50,"Acido linolenico, g",001,02,APP,,
51,"Altri acidi grassi polinsaturi, g",000,86,,,
