Valori nutrizionali,per porzione,% RDA
Valore calorico,223 kcal 934 kJ,"11,2 %"
Grassi,"9,9 g","15,2 %"
Grassi saturi,"5,4 g","24,4 %"
Grassi monoinsaturi,"3,1 g","10,5 %"
Grassi polinsaturi,"0,7 g","5,0 %"
Carboidrati,"26,5 g","9,9 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"9,6 g","13,2 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"30,2 mg","100,8 %"
Sodio,"0,5 g","< 0,1 %"
Acqua,"95,4 g","4,8 %"
