Minerali,per porzione,% RDA
Calcio,"17,1 mg","1,7 %"
Rame,"0,3 mg","32,3 %"
Ferro,"2,4 mg","16,3 %"
Magnesio,"45,6 mg","15,2 %"
Manganese,"0,4 mg","21,6 %"
Fosforo,"64,2 mg","9,2 %"
Potassio,"170,4 mg","8,5 %"
Selenio,"< 0,1 mg","3,5 %"
Zinco,"0,6 mg","9,0 %"
