0,1,2
Calorie,kcal,124.0
Calorie,kj,519.0
Grassi,g,2.56
Carboidrati,g,0.0
Proteine,g,23.63
Fibre,g,0.0
Acqua,g,72.14
Ceneri,g,1.4
Minerali,,
Calcio,mg,13.0
Sodio,mg,87.0
Fosforo,mg,248.0
Potassio,mg,328.0
Ferro,mg,0.37
Magnesio,mg,53.0
Zinco,mg,0.52
Rame,mg,0.024
Manganese,mg,0.02
Selenio,mcg,46.8
Vitamine,,
Retinolo (Vit. A),mcg,64.0
"Vitamina A, IU",IU,213.0
"Vitamina A, RAE",mcg_RAE,64.0
Tiamina (Vit. B1),mg,0.13
Riboflavina (Vit. B2),mg,0.15
Niacina (Vit. B3),mg,1.9
Acido Pantotenico (Vit. B5),mg,0.87
Piridossina (Vit. B6),mg,0.46
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,6.0
"Folato, DFE",mcg_DFE,6.0
"Folati, totali",mcg,6.0
Cobalamina (Vit. B12),mcg,0.3
Acido ascorbico (Vit. C),mg,0.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,0.544
"Acidi grassi, polinsaturi",g,0.953
"Acidi grassi, saturi",g,0.655
Colesterolo,mg,53.0
Grassi saturi,,
14:0,g,0.063
16:0,g,0.413
18:0,g,0.177
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.16699999999999998
18:1 indifferenziato,g,0.377
Grassi polinsaturi,,
18:2 indifferenziato,g,0.031
18:4,g,0.059000000000000004
20:5 n-3,g,0.20600000000000002
22:5 n-3,g,0.09699999999999999
22:6 n-3,g,0.556
Aminoacidi,,
Acido aspartico,g,2.42
Acido glutammico,g,3.528
Alanina,g,1.429
Arginina,g,1.4140000000000001
Cistina,g,0.253
Fenilalanina,g,0.9229999999999999
Glicina,g,1.1340000000000001
Isoleucina,g,1.089
Istidina,g,0.696
Leucina,g,1.921
Lisina,g,2.17
Metionina,g,0.6990000000000001
Prolina,g,0.836
Serina,g,0.9640000000000001
Tirosina,g,0.7979999999999999
Treonina,g,1.036
Triptofano,g,0.265
Valina,g,1.217
Altro,,
