Minerali,per porzione,% RDA
Calcio,"120,3 mg","12,0 %"
Rame,"0,3 mg","30,0 %"
Ferro,"8,8 mg","58,5 %"
Magnesio,"115,2 mg","38,4 %"
Manganese,"0,3 mg","17,2 %"
Fosforo,"394,2 mg","56,3 %"
Potassio,"934,4 mg","46,7 %"
Selenio,"< 0,1 mg","11,1 %"
Zinco,"5,1 mg","73,1 %"
