Minerali,per porzione,% RDA
Calcio,"5,5 mg","0,5 %"
Rame,"0,1 mg","14,1 %"
Ferro,"0,8 mg","5,1 %"
Magnesio,"3,2 mg","1,1 %"
Manganese,"< 0,1 mg","2,1 %"
Fosforo,"11,3 mg","1,6 %"
Potassio,"14,9 mg","0,7 %"
Selenio,"< 0,1 mg","25,3 %"
Zinco,"4,4 mg","63,2 %"
