Minerali,per porzione,% RDA
Calcio,"4,0 mg","0,4 %"
Rame,"< 0,1 mg","3,6 %"
Ferro,"0,8 mg","5,1 %"
Magnesio,"35,0 mg","11,7 %"
Manganese,"< 0,1 mg","0,6 %"
Fosforo,"278,0 mg","39,7 %"
Potassio,"441,0 mg","22,1 %"
Selenio,"< 0,1 mg","302,0 %"
Zinco,"0,4 mg","5,3 %"
