0,1,2
Calorie,kcal,104.0
Calorie,kj,435.0
Grassi,g,3.61
Carboidrati,g,0.0
Proteine,g,16.74
Fibre,g,0.0
Acqua,g,78.09
Ceneri,g,1.26
Minerali,,
Calcio,mg,17.0
Sodio,mg,58.0
Fosforo,mg,250.0
Potassio,mg,341.0
Ferro,mg,0.27
Magnesio,mg,31.0
Zinco,mg,0.45
Rame,mg,0.03
Manganese,mg,0.015
Selenio,mcg,36.5
Vitamine,,
Retinolo (Vit. A),mcg,30.0
"Vitamina A, IU",IU,100.0
"Vitamina A, RAE",mcg_RAE,30.0
Tiamina (Vit. B1),mg,0.06
Riboflavina (Vit. B2),mg,0.17
Niacina (Vit. B3),mg,2.4
Acido Pantotenico (Vit. B5),mg,0.75
Piridossina (Vit. B6),mg,0.4
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,5.0
"Folato, DFE",mcg_DFE,5.0
"Folati, totali",mcg,5.0
Cobalamina (Vit. B12),mcg,3.0
Acido ascorbico (Vit. C),mg,0.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,0.884
"Acidi grassi, polinsaturi",g,0.725
"Acidi grassi, saturi",g,1.0090000000000001
Colesterolo,mg,83.0
Grassi saturi,,
4:0,g,0.0
6:0,g,0.0
8:0,g,0.0
10:0,g,0.0
12:0,g,0.0
14:0,g,0.07400000000000001
16:0,g,0.64
18:0,g,0.16699999999999998
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.36200000000000004
18:1 indifferenziato,g,0.47
20:1,g,0.05
22:1 indifferenziato,g,0.0
Grassi polinsaturi,,
18:2 indifferenziato,g,0.069
18:3 indifferenziato,g,0.004
18:4,g,0.008
20:4 indifferenziato,g,0.193
20:5 n-3,g,0.165
22:5 n-3,g,0.076
22:6 n-3,g,0.207
Aminoacidi,,
Acido aspartico,g,1.715
Acido glutammico,g,2.5
Alanina,g,1.013
Arginina,g,1.002
Cistina,g,0.179
Fenilalanina,g,0.654
Glicina,g,0.804
Isoleucina,g,0.772
Istidina,g,0.493
Leucina,g,1.361
Lisina,g,1.538
Metionina,g,0.496
Prolina,g,0.5920000000000001
Serina,g,0.6829999999999999
Tirosina,g,0.565
Treonina,g,0.7340000000000001
Triptofano,g,0.188
Valina,g,0.863
Altro,,
Alcol etilico,g,0.0
